,brand,segment,month_end,AUC
517,SIENNA,3. thin_prime,2023-07-31,0.40548234911338876
518,SIENNA,3. thin_prime,2023-09-30,0.4602805999032413
519,SIENNA,3. thin_prime,2024-05-31,0.0
520,SIENNA,3. thin_prime,2023-12-31,0.41816888527588647
521,SIENNA,3. thin_prime,2023-11-30,0.3512917454316318
522,SIENNA,3. thin_prime,2023-10-31,0.24426485922836294
523,SIENNA,3. thin_prime,2024-03-31,0.0
524,SIENNA,3. thin_prime,2024-01-31,0.36890178379540073
525,SIENNA,3. thin_prime,2024-06-30,0.0
526,SIENNA,3. thin_prime,2024-02-29,0.29161352040816335
527,SIENNA,3. thin_prime,2024-04-30,0.0
528,SIENNA,3. thin_prime,2024-07-31,0.0
529,SIENNA,3. thin_prime,2020-04-30,0.0
530,SIENNA,2x. subprime,2020-02-29,0.0
531,SIENNA,2x. subprime,2020-03-31,0.0
532,SIENNA,2x. subprime,2020-06-30,0.0
533,SIENNA,2x. subprime,2020-07-31,0.0
534,SIENNA,2x. subprime,2020-08-31,0.0
535,SIENNA,2x. subprime,2020-09-30,0.0
536,SIENNA,2x. subprime,2020-10-31,0.0
537,SIENNA,2x. subprime,2020-11-30,0.0
538,SIENNA,2x. subprime,2020-12-31,0.0
539,SIENNA,2x. subprime,2021-01-31,0.0
540,SIENNA,2x. subprime,2021-02-28,0.0
541,SIENNA,2x. subprime,2021-03-31,0.0
542,SIENNA,2x. subprime,2021-04-30,0.0
543,SIENNA,2x. subprime,2021-05-31,0.0
544,SIENNA,2x. subprime,2021-09-30,0.0
545,SIENNA,2x. subprime,2021-07-31,0.0
546,SIENNA,2x. subprime,2021-06-30,0.0
547,SIENNA,2x. subprime,2021-10-31,0.0
548,SIENNA,2x. subprime,2021-11-30,0.0
549,SIENNA,2x. subprime,2021-08-31,0.0
550,SIENNA,2x. subprime,2021-12-31,0.0
551,SIENNA,2x. subprime,2022-01-31,0.0
552,SIENNA,2x. subprime,2022-02-28,0.0
553,SIENNA,2x. subprime,2022-03-31,0.0
554,SIENNA,2x. subprime,2022-05-31,0.0
555,SIENNA,2x. subprime,2022-04-30,0.0
556,SIENNA,2x. subprime,2022-06-30,0.0
557,SIENNA,2x. subprime,2022-07-31,0.0
558,SIENNA,2x. subprime,2022-08-31,0.0
559,SIENNA,2x. subprime,2022-09-30,0.0
560,SIENNA,2x. subprime,2022-10-31,0.0
561,SIENNA,2x. subprime,2022-11-30,0.0
562,SIENNA,2x. subprime,2022-12-31,0.0
563,SIENNA,2x. subprime,2023-01-31,0.0
564,SIENNA,2x. subprime,2023-02-28,0.0
565,SIENNA,2x. subprime,2023-03-31,0.0
566,SIENNA,2x. subprime,2023-05-31,0.0
567,SIENNA,2x. subprime,2023-06-30,0.0
568,SIENNA,2x. subprime,2023-04-30,0.0
569,SIENNA,2x. subprime,2023-08-31,0.0
570,SIENNA,2x. subprime,2023-07-31,0.0
571,SIENNA,2x. subprime,2023-09-30,0.18620689655172407
572,SIENNA,2x. subprime,2024-05-31,0.0
573,SIENNA,2x. subprime,2023-12-31,0.34440187313750514
574,SIENNA,2x. subprime,2023-11-30,0.380880376344086
575,SIENNA,2x. subprime,2023-10-31,0.47108208955223896
576,SIENNA,2x. subprime,2024-03-31,0.0
577,SIENNA,2x. subprime,2024-01-31,-0.33206106870229
578,SIENNA,2x. subprime,2024-06-30,0.0
579,SIENNA,2x. subprime,2024-02-29,0.6223776223776223
580,SIENNA,2x. subprime,2024-04-30,0.0
581,SIENNA,2x. subprime,2024-07-31,0.0
582,SIENNA,2x. subprime,2020-04-30,0.0
583,SIENNA,5. undecided,2020-02-29,0.0
584,SIENNA,5. undecided,2020-03-31,0.0
585,SIENNA,5. undecided,2020-06-30,0.0
586,SIENNA,5. undecided,2020-07-31,0.0
587,SIENNA,5. undecided,2020-08-31,0.0
588,SIENNA,5. undecided,2020-09-30,0.0
589,SIENNA,5. undecided,2020-10-31,0.0
590,SIENNA,5. undecided,2020-11-30,0.0
591,SIENNA,5. undecided,2020-12-31,0.0
592,SIENNA,5. undecided,2021-01-31,0.0
593,SIENNA,5. undecided,2021-02-28,0.0
594,SIENNA,5. undecided,2021-03-31,0.0
595,SIENNA,5. undecided,2021-04-30,0.0
596,SIENNA,5. undecided,2021-05-31,0.0
597,SIENNA,5. undecided,2021-09-30,0.0
598,SIENNA,5. undecided,2021-07-31,0.0
599,SIENNA,5. undecided,2021-06-30,0.0
600,SIENNA,5. undecided,2021-10-31,0.0
601,SIENNA,5. undecided,2021-11-30,0.0
602,SIENNA,5. undecided,2021-08-31,0.0
603,SIENNA,5. undecided,2021-12-31,0.0
604,SIENNA,5. undecided,2022-01-31,0.0
605,SIENNA,5. undecided,2022-02-28,0.0
606,SIENNA,5. undecided,2022-03-31,0.0
607,SIENNA,5. undecided,2022-05-31,0.0
608,SIENNA,5. undecided,2022-04-30,0.0
609,SIENNA,5. undecided,2022-06-30,0.0
610,SIENNA,5. undecided,2022-07-31,0.0
611,SIENNA,5. undecided,2022-08-31,0.0
612,SIENNA,5. undecided,2022-09-30,0.0
613,SIENNA,5. undecided,2022-10-31,0.0
614,SIENNA,5. undecided,2022-11-30,0.0
615,SIENNA,5. undecided,2022-12-31,0.0
616,SIENNA,5. undecided,2023-01-31,0.0
617,SIENNA,5. undecided,2023-02-28,0.0
618,SIENNA,5. undecided,2023-03-31,0.0
619,SIENNA,5. undecided,2023-05-31,0.0
620,SIENNA,5. undecided,2023-06-30,0.0
621,SIENNA,5. undecided,2023-04-30,0.0
622,SIENNA,5. undecided,2023-08-31,0.0
623,SIENNA,5. undecided,2023-07-31,0.0
624,SIENNA,5. undecided,2023-09-30,0.0
625,SIENNA,5. undecided,2024-05-31,0.0
626,SIENNA,5. undecided,2023-12-31,0.0
627,SIENNA,5. undecided,2023-11-30,0.0
628,SIENNA,5. undecided,2023-10-31,0.0
629,SIENNA,5. undecided,2024-03-31,0.0
630,SIENNA,5. undecided,2024-01-31,0.0
631,SIENNA,5. undecided,2024-06-30,0.0
632,SIENNA,5. undecided,2024-02-29,0.0
633,SIENNA,5. undecided,2024-04-30,0.0
634,SIENNA,5. undecided,2024-07-31,0.0
635,SIENNA,5. undecided,2020-04-30,0.0
636,CATHAY,1. thick_prime,2020-02-29,0.0
637,CATHAY,1. thick_prime,2020-03-31,0.0
638,CATHAY,1. thick_prime,2020-06-30,0.0
639,CATHAY,1. thick_prime,2020-07-31,0.0
640,CATHAY,1. thick_prime,2020-08-31,0.0
641,CATHAY,1. thick_prime,2020-09-30,0.0
642,CATHAY,1. thick_prime,2020-10-31,0.0
643,CATHAY,1. thick_prime,2020-11-30,0.0
644,CATHAY,1. thick_prime,2020-12-31,0.0
645,CATHAY,1. thick_prime,2021-01-31,0.0
646,CATHAY,1. thick_prime,2021-02-28,0.0
647,CATHAY,1. thick_prime,2021-03-31,0.0
648,CATHAY,1. thick_prime,2021-04-30,0.0
649,CATHAY,1. thick_prime,2021-05-31,0.0
650,CATHAY,1. thick_prime,2021-09-30,0.0
651,CATHAY,1. thick_prime,2021-07-31,0.0
652,CATHAY,1. thick_prime,2021-06-30,0.0
653,CATHAY,1. thick_prime,2021-10-31,0.0
654,CATHAY,1. thick_prime,2021-11-30,0.0
655,CATHAY,1. thick_prime,2021-08-31,0.0
656,CATHAY,1. thick_prime,2021-12-31,0.0
657,CATHAY,1. thick_prime,2022-01-31,0.0
658,CATHAY,1. thick_prime,2022-02-28,0.0
659,CATHAY,1. thick_prime,2022-03-31,0.0
660,CATHAY,1. thick_prime,2022-05-31,0.0
661,CATHAY,1. thick_prime,2022-04-30,0.0
662,CATHAY,1. thick_prime,2022-06-30,0.0
663,CATHAY,1. thick_prime,2022-07-31,0.0
664,CATHAY,1. thick_prime,2022-08-31,0.0
665,CATHAY,1. thick_prime,2022-09-30,0.0
666,CATHAY,1. thick_prime,2022-10-31,0.0
667,CATHAY,1. thick_prime,2022-11-30,0.0
668,CATHAY,1. thick_prime,2022-12-31,0.0
669,CATHAY,1. thick_prime,2023-01-31,0.0
670,CATHAY,1. thick_prime,2023-02-28,0.0
671,CATHAY,1. thick_prime,2023-03-31,0.0
672,CATHAY,1. thick_prime,2023-05-31,0.0
673,CATHAY,1. thick_prime,2023-06-30,0.0
674,CATHAY,1. thick_prime,2023-04-30,0.0
675,CATHAY,1. thick_prime,2023-08-31,0.0
676,CATHAY,1. thick_prime,2023-07-31,0.0
677,CATHAY,1. thick_prime,2023-09-30,0.0
678,CATHAY,1. thick_prime,2024-05-31,0.0
679,CATHAY,1. thick_prime,2023-12-31,0.0
680,CATHAY,1. thick_prime,2023-11-30,0.9971830985915491
681,CATHAY,1. thick_prime,2023-10-31,0.0
682,CATHAY,1. thick_prime,2024-03-31,0.0
683,CATHAY,1. thick_prime,2024-01-31,0.8075822603719598
684,CATHAY,1. thick_prime,2024-06-30,0.0
685,CATHAY,1. thick_prime,2024-02-29,0.0
686,CATHAY,1. thick_prime,2024-04-30,0.0
687,CATHAY,1. thick_prime,2024-07-31,0.0
688,CATHAY,1. thick_prime,2020-04-30,0.0
689,CATHAY,3. thin_prime,2020-02-29,0.0
690,CATHAY,3. thin_prime,2020-03-31,0.0
691,CATHAY,3. thin_prime,2020-06-30,0.0
692,CATHAY,3. thin_prime,2020-07-31,0.0
693,CATHAY,3. thin_prime,2020-08-31,0.0
694,CATHAY,3. thin_prime,2020-09-30,0.0
695,CATHAY,3. thin_prime,2020-10-31,0.0
696,CATHAY,3. thin_prime,2020-11-30,0.0
697,CATHAY,3. thin_prime,2020-12-31,0.0
698,CATHAY,3. thin_prime,2021-01-31,0.0
699,CATHAY,3. thin_prime,2021-02-28,0.0
700,CATHAY,3. thin_prime,2021-03-31,0.0
701,CATHAY,3. thin_prime,2021-04-30,0.0
702,CATHAY,3. thin_prime,2021-05-31,0.0
703,CATHAY,3. thin_prime,2021-09-30,0.0
704,CATHAY,3. thin_prime,2021-07-31,0.0
705,CATHAY,3. thin_prime,2021-06-30,0.0
706,CATHAY,3. thin_prime,2021-10-31,0.0
707,CATHAY,3. thin_prime,2021-11-30,0.0
708,CATHAY,3. thin_prime,2021-08-31,0.0
709,CATHAY,3. thin_prime,2021-12-31,0.0
710,CATHAY,3. thin_prime,2022-01-31,0.0
711,CATHAY,3. thin_prime,2022-02-28,0.0
712,CATHAY,3. thin_prime,2022-03-31,0.0
713,CATHAY,3. thin_prime,2022-05-31,0.0
714,CATHAY,3. thin_prime,2022-04-30,0.0
715,CATHAY,3. thin_prime,2022-06-30,0.0
716,CATHAY,3. thin_prime,2022-07-31,0.0
717,CATHAY,3. thin_prime,2022-08-31,0.0
718,CATHAY,3. thin_prime,2022-09-30,0.0
719,CATHAY,3. thin_prime,2022-10-31,0.0
720,CATHAY,3. thin_prime,2022-11-30,0.0
721,CATHAY,3. thin_prime,2022-12-31,0.0
722,CATHAY,3. thin_prime,2023-01-31,0.0
723,CATHAY,3. thin_prime,2023-02-28,0.0
724,CATHAY,3. thin_prime,2023-03-31,0.0
725,CATHAY,3. thin_prime,2023-05-31,0.0
726,CATHAY,3. thin_prime,2023-06-30,0.0
727,CATHAY,3. thin_prime,2023-04-30,0.0
728,CATHAY,3. thin_prime,2023-08-31,0.0
729,CATHAY,3. thin_prime,2023-07-31,0.0
730,CATHAY,3. thin_prime,2023-09-30,0.0
731,CATHAY,3. thin_prime,2024-05-31,0.0
732,CATHAY,3. thin_prime,2023-12-31,0.0
733,CATHAY,3. thin_prime,2023-11-30,0.0
734,CATHAY,3. thin_prime,2023-10-31,0.0
735,CATHAY,3. thin_prime,2024-03-31,0.0
736,CATHAY,3. thin_prime,2024-01-31,0.0
737,CATHAY,3. thin_prime,2024-06-30,0.0
738,CATHAY,3. thin_prime,2024-02-29,0.0
739,CATHAY,3. thin_prime,2024-04-30,0.0
740,CATHAY,3. thin_prime,2024-07-31,0.0
741,CATHAY,3. thin_prime,2020-04-30,0.0
742,CATHAY,2x. subprime,2020-02-29,0.0
743,CATHAY,2x. subprime,2020-03-31,0.0
744,CATHAY,2x. subprime,2020-06-30,0.0
745,CATHAY,2x. subprime,2020-07-31,0.0
746,CATHAY,2x. subprime,2020-08-31,0.0
747,CATHAY,2x. subprime,2020-09-30,0.0
748,CATHAY,2x. subprime,2020-10-31,0.0
749,CATHAY,2x. subprime,2020-11-30,0.0
750,CATHAY,2x. subprime,2020-12-31,0.0
751,CATHAY,2x. subprime,2021-01-31,0.0
752,CATHAY,2x. subprime,2021-02-28,0.0
753,CATHAY,2x. subprime,2021-03-31,0.0
754,CATHAY,2x. subprime,2021-04-30,0.0
755,CATHAY,2x. subprime,2021-05-31,0.0
756,CATHAY,2x. subprime,2021-09-30,0.0
757,CATHAY,2x. subprime,2021-07-31,0.0
758,CATHAY,2x. subprime,2021-06-30,0.0
759,CATHAY,2x. subprime,2021-10-31,0.0
760,CATHAY,2x. subprime,2021-11-30,0.0
761,CATHAY,2x. subprime,2021-08-31,0.0
762,CATHAY,2x. subprime,2021-12-31,0.0
763,CATHAY,2x. subprime,2022-01-31,0.0
764,CATHAY,2x. subprime,2022-02-28,0.0
765,CATHAY,2x. subprime,2022-03-31,0.0
766,CATHAY,2x. subprime,2022-05-31,0.0
767,CATHAY,2x. subprime,2022-04-30,0.0
768,CATHAY,2x. subprime,2022-06-30,0.0
769,CATHAY,2x. subprime,2022-07-31,0.0
770,CATHAY,2x. subprime,2022-08-31,0.0
771,CATHAY,2x. subprime,2022-09-30,0.0
772,CATHAY,2x. subprime,2022-10-31,0.0
773,CATHAY,2x. subprime,2022-11-30,0.0
774,CATHAY,2x. subprime,2022-12-31,0.0
775,CATHAY,2x. subprime,2023-01-31,0.0
776,CATHAY,2x. subprime,2023-02-28,0.0
777,CATHAY,2x. subprime,2023-03-31,0.0
778,CATHAY,2x. subprime,2023-05-31,0.0
779,CATHAY,2x. subprime,2023-06-30,0.0
780,CATHAY,2x. subprime,2023-04-30,0.0
781,CATHAY,2x. subprime,2023-08-31,0.0
782,CATHAY,2x. subprime,2023-07-31,0.0
783,CATHAY,2x. subprime,2023-09-30,0.0
784,CATHAY,2x. subprime,2024-05-31,0.0
785,CATHAY,2x. subprime,2023-12-31,0.0
786,CATHAY,2x. subprime,2023-11-30,0.0
787,CATHAY,2x. subprime,2023-10-31,0.0
788,CATHAY,2x. subprime,2024-03-31,0.0
789,CATHAY,2x. subprime,2024-01-31,0.0
790,CATHAY,2x. subprime,2024-06-30,0.0
791,CATHAY,2x. subprime,2024-02-29,0.0
792,CATHAY,2x. subprime,2024-04-30,0.0
793,CATHAY,2x. subprime,2024-07-31,0.0
794,CATHAY,2x. subprime,2020-04-30,0.0
795,CATHAY,5. undecided,2020-02-29,0.0
796,CATHAY,5. undecided,2020-03-31,0.0
797,CATHAY,5. undecided,2020-06-30,0.0
798,CATHAY,5. undecided,2020-07-31,0.0
799,CATHAY,5. undecided,2020-08-31,0.0
800,CATHAY,5. undecided,2020-09-30,0.0
801,CATHAY,5. undecided,2020-10-31,0.0
802,CATHAY,5. undecided,2020-11-30,0.0
803,CATHAY,5. undecided,2020-12-31,0.0
804,CATHAY,5. undecided,2021-01-31,0.0
805,CATHAY,5. undecided,2021-02-28,0.0
806,CATHAY,5. undecided,2021-03-31,0.0
807,CATHAY,5. undecided,2021-04-30,0.0
808,CATHAY,5. undecided,2021-05-31,0.0
809,CATHAY,5. undecided,2021-09-30,0.0
810,CATHAY,5. undecided,2021-07-31,0.0
811,CATHAY,5. undecided,2021-06-30,0.0
812,CATHAY,5. undecided,2021-10-31,0.0
813,CATHAY,5. undecided,2021-11-30,0.0
814,CATHAY,5. undecided,2021-08-31,0.0
815,CATHAY,5. undecided,2021-12-31,0.0
816,CATHAY,5. undecided,2022-01-31,0.0
817,CATHAY,5. undecided,2022-02-28,0.0
818,CATHAY,5. undecided,2022-03-31,0.0
819,CATHAY,5. undecided,2022-05-31,0.0
820,CATHAY,5. undecided,2022-04-30,0.0
821,CATHAY,5. undecided,2022-06-30,0.0
822,CATHAY,5. undecided,2022-07-31,0.0
823,CATHAY,5. undecided,2022-08-31,0.0
824,CATHAY,5. undecided,2022-09-30,0.0
825,CATHAY,5. undecided,2022-10-31,0.0
826,CATHAY,5. undecided,2022-11-30,0.0
827,CATHAY,5. undecided,2022-12-31,0.0
828,CATHAY,5. undecided,2023-01-31,0.0
829,CATHAY,5. undecided,2023-02-28,0.0
830,CATHAY,5. undecided,2023-03-31,0.0
831,CATHAY,5. undecided,2023-05-31,0.0
832,CATHAY,5. undecided,2023-06-30,0.0
833,CATHAY,5. undecided,2023-04-30,0.0
834,CATHAY,5. undecided,2023-08-31,0.0
835,CATHAY,5. undecided,2023-07-31,0.0
836,CATHAY,5. undecided,2023-09-30,0.0
837,CATHAY,5. undecided,2024-05-31,0.0
838,CATHAY,5. undecided,2023-12-31,0.0
839,CATHAY,5. undecided,2023-11-30,0.0
840,CATHAY,5. undecided,2023-10-31,0.0
841,CATHAY,5. undecided,2024-03-31,0.0
842,CATHAY,5. undecided,2024-01-31,0.0
843,CATHAY,5. undecided,2024-06-30,0.0
844,CATHAY,5. undecided,2024-02-29,0.0
845,CATHAY,5. undecided,2024-04-30,0.0
846,CATHAY,5. undecided,2024-07-31,0.0
847,CATHAY,5. undecided,2020-04-30,0.0
