,Tree,Node,ID,Feature,Split,Yes,No,Missing,Gain,Cover,Category
0,0,0,0-0,last_nonNull_CVSC100,639.5,0-1,0-2,0-2,4330.375,327259.25,
1,0,1,0-1,avg_dpd_last3Mo,12.5,0-3,0-4,0-4,1548.70703,12328.0,
2,0,2,0-2,utilization,0.687350035,0-5,0-6,0-5,696.875,314931.25,
3,0,3,0-3,utilization,0.692449987,0-7,0-8,0-8,446.150391,9187.0,
4,0,4,0-4,deposits_amount,0.00499999989,0-9,0-10,0-10,392.767456,3141.0,
5,0,5,0-5,last_nonNull_CVSC100,710.5,0-11,0-12,0-12,114.875,302395.0,
6,0,6,0-6,avg_dpd_last3Mo,11.5,0-13,0-14,0-14,310.789062,12536.25,
7,0,7,0-7,3MoInterestAvg,0.00499999989,0-15,0-16,0-15,57.3759766,4311.5,
8,0,8,0-8,deposits_amount,9.85499954,0-17,0-18,0-17,318.296875,4875.5,
9,0,9,0-9,utilization,0.975399971,0-19,0-20,0-20,167.463181,724.25,
10,0,10,0-10,last_nonNull_CVSC100,591.5,0-21,0-22,0-22,164.54541,2416.75,
11,0,11,0-11,3MoInterestAvg,0.0716666654,0-23,0-24,0-23,63.3828125,21850.0,
12,0,12,0-12,3MoInterestAvg,0.0416666642,0-25,0-26,0-25,18.875,280545.0,
13,0,13,0-13,GO152_backfill,4.5,0-27,0-28,0-28,60.53125,10840.5,
14,0,14,0-14,deposits_amount,9.21000004,0-29,0-30,0-29,122.411377,1695.75,
15,0,15,0-15,deposits_amount,25.7449989,0-31,0-32,0-32,9.4140625,2750.5,
16,0,16,0-16,GO152_backfill,4.5,0-33,0-34,0-34,22.6704102,1561.0,
17,0,17,0-17,last_nonNull_CVSC100,578.5,0-35,0-36,0-36,170.301193,485.0,
18,0,18,0-18,AT07_backfill,2.5,0-37,0-38,0-38,105.37793,4390.5,
19,0,19,0-19,3MoInterestAvg,5.58333349,0-39,0-40,0-40,47.9503479,357.0,
20,0,20,0-20,max_dpd_last6Mo,85.5,0-41,0-42,0-42,54.6052322,367.25,
21,0,21,0-21,3MoInterestAvg,5.43833351,0-43,0-44,0-43,52.7683716,993.5,
22,0,22,0-22,last3MonthUtilization,0.224198192,0-45,0-46,0-46,68.993042,1423.25,
23,0,23,0-23,GO21_backfill,3.5,0-47,0-48,0-48,2.66796875,14180.25,
24,0,24,0-24,AT07_backfill,2.5,0-49,0-50,0-50,20.7695312,7669.75,
25,0,25,0-25,Leaf,,,,,-0.199418038,257573.25,
26,0,26,0-26,max_dpd_last6Mo,26.5,0-51,0-52,0-52,13.7578125,22971.75,
27,0,27,0-27,AM04_backfill,0.5,0-53,0-54,0-54,44.1132812,10374.5,
28,0,28,0-28,utilization,1.01040006,0-55,0-56,0-56,18.503479,466.0,
29,0,29,0-29,max_dpd_last6Mo,76.5,0-57,0-58,0-58,47.197937,287.75,
30,0,30,0-30,AM04_backfill,0.5,0-59,0-60,0-60,51.3728027,1408.0,
31,0,31,0-31,AT07_backfill,3.5,0-61,0-62,0-62,9.02926636,137.75,
32,0,32,0-32,GO21_backfill,4.5,0-63,0-64,0-64,3.29101562,2612.75,
33,0,33,0-33,deposits_amount,0.140000001,0-65,0-66,0-66,8.6496582,1308.25,
34,0,34,0-34,deposits_amount,31.4150009,0-67,0-68,0-68,5.77310181,252.75,
35,0,35,0-35,last3MonthUtilization,1.02248538,0-69,0-70,0-70,68.7219086,131.0,
36,0,36,0-36,utilization,1.02524996,0-71,0-72,0-72,43.8907166,354.0,
37,0,37,0-37,last_nonNull_CVSC100,592.5,0-73,0-74,0-74,59.5146484,3085.0,
38,0,38,0-38,AT07_backfill,7.5,0-75,0-76,0-76,32.697998,1305.5,
39,0,39,0-39,last_nonNull_CVSC100,535.0,0-77,0-78,0-78,11.5593872,90.25,
40,0,40,0-40,avg_dpd_last3Mo,27.5,0-79,0-80,0-80,37.2390594,266.75,
41,0,41,0-41,GO21_backfill,5.5,0-81,0-82,0-82,28.2889023,307.75,
42,0,42,0-42,3MoInterestAvg,15.0633335,0-83,0-84,0-84,13.4847794,59.5,
43,0,43,0-43,GO21_backfill,5.5,0-85,0-86,0-86,7.28759766,63.75,
44,0,44,0-44,avg_dpd_last3Mo,68.5,0-87,0-88,0-88,49.92099,929.75,
45,0,45,0-45,Leaf,,,,,-0.178883865,164.75,
46,0,46,0-46,max_dpd_last6Mo,47.5,0-89,0-90,0-90,45.0942383,1258.5,
47,0,47,0-47,Leaf,,,,,-0.196290359,12641.75,
48,0,48,0-48,Leaf,,,,,-0.189412147,1538.5,
49,0,49,0-49,avg_dpd_last3Mo,24.5,0-91,0-92,0-92,20.1015625,6301.0,
50,0,50,0-50,last_nonNull_CVSC100,675.5,0-93,0-94,0-94,5.73510742,1368.75,
51,0,51,0-51,deposits_amount,0.00499999989,0-95,0-96,0-96,4.0703125,21751.75,
52,0,52,0-52,deposits_amount,0.00499999989,0-97,0-98,0-98,7.78759766,1220.0,
53,0,53,0-53,AT07_backfill,2.5,0-99,0-100,0-100,26.3105469,6788.5,
54,0,54,0-54,last_nonNull_CVSC100,673.5,0-101,0-102,0-102,2.15136719,3586.0,
55,0,55,0-55,AT07_backfill,7.5,0-103,0-104,0-104,7.82287598,395.75,
56,0,56,0-56,deposits_amount,97.5149994,0-105,0-106,0-106,10.8956871,70.25,
57,0,57,0-57,RE28_backfill,25350.0,0-107,0-108,0-107,31.4586487,271.75,
58,0,58,0-58,last_nonNull_CVSC100,651.5,0-109,0-110,0-110,7.21925163,16.0,
59,0,59,0-59,max_dpd_last6Mo,62.5,0-111,0-112,0-112,18.9477539,936.5,
60,0,60,0-60,GO152_backfill,6.5,0-113,0-114,0-114,11.9465332,471.5,
61,0,61,0-61,Leaf,,,,,-0.170370385,120.5,
62,0,62,0-62,last_nonNull_CVSC100,585.0,0-115,0-116,0-116,11.9225721,17.25,
63,0,63,0-63,Leaf,,,,,-0.193409383,2366.0,
64,0,64,0-64,max_dpd_last6Mo,37.5,0-117,0-118,0-118,3.2822876,246.75,
65,0,65,0-65,last_nonNull_CVSC100,590.5,0-119,0-120,0-120,5.04092407,127.75,
66,0,66,0-66,max_dpd_last6Mo,32.5,0-121,0-122,0-122,5.66235352,1180.5,
67,0,67,0-67,last3MonthUtilization,0.717876375,0-123,0-124,0-124,5.49450684,44.5,
68,0,68,0-68,max_dpd_last6Mo,43.0,0-125,0-126,0-126,3.65005493,208.25,
69,0,69,0-69,3MoInterestAvg,15.5249996,0-127,0-128,0-127,20.5206375,84.25,
70,0,70,0-70,avg_dpd_last3Mo,5.5,0-129,0-130,0-130,20.9732819,46.75,
71,0,71,0-71,3MoInterestAvg,71.7983322,0-131,0-132,0-132,15.8071594,273.5,
72,0,72,0-72,utilization,1.23099995,0-133,0-134,0-134,15.3441916,80.5,
73,0,73,0-73,avg_dpd_last9Mo,95.5,0-135,0-136,0-136,25.8619385,757.25,
74,0,74,0-74,avg_dpd_last9Mo,94.5,0-137,0-138,0-138,11.4248047,2327.75,
75,0,75,0-75,3MoInterestAvg,54.7383347,0-139,0-140,0-140,27.4255371,1241.5,
76,0,76,0-76,last_nonNull_CVSC100,583.5,0-141,0-142,0-142,8.86968422,64.0,
77,0,77,0-77,last3MonthUtilization,0.0276700705,0-143,0-144,0-144,5.09786987,6.25,
78,0,78,0-78,RE28_backfill,3175.0,0-145,0-146,0-146,9.92547607,84.0,
79,0,79,0-79,last_nonNull_CVSC100,547.5,0-147,0-148,0-148,12.753479,135.0,
80,0,80,0-80,last_nonNull_CVSC100,545.5,0-149,0-150,0-150,14.3599072,131.75,
81,0,81,0-81,utilization,1.22114992,0-151,0-152,0-152,18.0561447,229.0,
82,0,82,0-82,last_nonNull_CVSC100,539.5,0-153,0-154,0-154,4.67466736,78.75,
83,0,83,0-83,avg_dpd_last3Mo,89.5,0-155,0-156,0-156,5.8809576,22.0,
84,0,84,0-84,GO152_backfill,9.5,0-157,0-158,0-158,0.361213684,37.5,
85,0,85,0-85,utilization,1.03139997,0-159,0-160,0-160,2.58233643,58.0,
86,0,86,0-86,Leaf,,,,,-0.0370370373,5.75,
87,0,87,0-87,GO21_backfill,8.5,0-161,0-162,0-162,20.6832275,693.75,
88,0,88,0-88,GO152_backfill,1.5,0-163,0-164,0-164,21.1378326,236.0,
89,0,89,0-89,3MoInterestAvg,50.8983307,0-165,0-166,0-165,39.3815918,912.5,
90,0,90,0-90,AT07_backfill,3.5,0-167,0-168,0-168,14.6410522,346.0,
91,0,91,0-91,deposits_amount,0.00499999989,0-169,0-170,0-170,6.40234375,5826.25,
92,0,92,0-92,utilization,0.00514999963,0-171,0-172,0-172,9.8470459,474.75,
93,0,93,0-93,3MoInterestAvg,84.843338,0-173,0-174,0-174,11.9672852,576.75,
94,0,94,0-94,3MoInterestAvg,15.5300007,0-175,0-176,0-176,2.09057617,792.0,
95,0,95,0-95,RE28_backfill,14005.0,0-177,0-178,0-178,2.70410156,2997.5,
96,0,96,0-96,last_nonNull_CVSC100,746.5,0-179,0-180,0-180,1.2109375,18754.25,
97,0,97,0-97,utilization,0.00124999997,0-181,0-182,0-182,7.46496582,385.0,
98,0,98,0-98,last3MonthUtilization,0.477658242,0-183,0-184,0-184,2.64770508,835.0,
99,0,99,0-99,utilization,1.01305008,0-185,0-186,0-186,18.53125,5927.5,
100,0,100,0-100,max_dpd_last6Mo,5.5,0-187,0-188,0-188,8.1027832,861.0,
101,0,101,0-101,AT07_backfill,3.5,0-189,0-190,0-190,2.69677734,837.75,
102,0,102,0-102,avg_dpd_last9Mo,53.5,0-191,0-192,0-192,2.82324219,2748.25,
103,0,103,0-103,avg_dpd_last9Mo,10.5,0-193,0-194,0-194,8.31677246,384.25,
104,0,104,0-104,last_nonNull_CVSC100,693.5,0-195,0-196,0-196,3.6563158,11.5,
105,0,105,0-105,utilization,1.03384995,0-197,0-198,0-198,7.18116379,19.5,
106,0,106,0-106,GO21_backfill,8.5,0-199,0-200,0-200,7.41926575,50.75,
107,0,107,0-107,avg_dpd_last3Mo,22.5,0-201,0-202,0-202,24.9317474,206.0,
108,0,108,0-108,3MoInterestAvg,41.6850014,0-203,0-204,0-203,4.94151306,65.75,
109,0,109,0-109,last3MonthUtilization,0.978435338,0-205,0-206,0-206,2.0,6.0,
110,0,110,0-110,Leaf,,,,,0.13636364,10.0,
111,0,111,0-111,utilization,0.938650012,0-209,0-210,0-210,15.7026367,886.5,
112,0,112,0-112,deposits_amount,119.040001,0-211,0-212,0-212,8.90619087,50.0,
113,0,113,0-113,avg_dpd_last3Mo,66.5,0-213,0-214,0-214,8.57165527,466.5,
114,0,114,0-114,Leaf,,,,,-0.0166666675,5.0,
115,0,115,0-115,Leaf,,,,,0.0434782617,4.75,
116,0,116,0-116,Leaf,,,,,-0.13333334,12.5,
117,0,117,0-117,Leaf,,,,,-0.177119508,243.75,
118,0,118,0-118,Leaf,,,,,-0.0500000007,3.0,
119,0,119,0-119,Leaf,,,,,-0.0927835032,23.25,
120,0,120,0-120,Leaf,,,,,-0.152606636,104.5,
121,0,121,0-121,Leaf,,,,,-0.175653711,1136.75,
122,0,122,0-122,Leaf,,,,,-0.130726263,43.75,
123,0,123,0-123,Leaf,,,,,-0.111111119,39.5,
124,0,124,0-124,Leaf,,,,,-0.0,5.0,
125,0,125,0-125,Leaf,,,,,-0.145696983,205.25,
126,0,126,0-126,Leaf,,,,,-0.0250000004,3.0,
127,0,127,0-127,Leaf,,,,,-0.0529147983,54.75,
128,0,128,0-128,Leaf,,,,,0.0491803288,29.5,
129,0,129,0-129,Leaf,,,,,0.166013077,37.25,
130,0,130,0-130,Leaf,,,,,-0.0,9.5,
131,0,131,0-131,Leaf,,,,,-0.120305054,261.25,
132,0,132,0-132,Leaf,,,,,-0.00377358496,12.25,
133,0,133,0-133,Leaf,,,,,-0.0412903242,76.5,
134,0,134,0-134,Leaf,,,,,0.140000001,4.0,
135,0,135,0-135,Leaf,,,,,-0.133110374,746.5,
136,0,136,0-136,Leaf,,,,,0.0212765969,10.75,
137,0,137,0-137,Leaf,,,,,-0.16440697,2311.25,
138,0,138,0-138,Leaf,,,,,-0.0742857158,16.5,
139,0,139,0-139,Leaf,,,,,-0.12967515,1138.0,
140,0,140,0-140,Leaf,,,,,-0.0746411532,103.5,
141,0,141,0-141,Leaf,,,,,-0.0,22.5,
142,0,142,0-142,Leaf,,,,,-0.0776470602,41.5,
143,0,143,0-143,Leaf,,,,,-0.075000003,3.0,
144,0,144,0-144,Leaf,,,,,0.0823529437,3.25,
145,0,145,0-145,Leaf,,,,,-0.0591549277,16.75,
146,0,146,0-146,Leaf,,,,,-0.150183156,67.25,
147,0,147,0-147,Leaf,,,,,0.0181818195,12.75,
148,0,148,0-148,Leaf,,,,,-0.0855983794,122.25,
149,0,149,0-149,Leaf,,,,,0.0727272779,21.0,
150,0,150,0-150,Leaf,,,,,-0.0156599563,110.75,
151,0,151,0-151,Leaf,,,,,-0.00775558222,211.75,
152,0,152,0-152,Leaf,,,,,0.0958904102,17.25,
153,0,153,0-153,Leaf,,,,,0.114666663,17.75,
154,0,154,0-154,Leaf,,,,,0.0548387133,61.0,
155,0,155,0-155,Leaf,,,,,-0.0193548389,6.75,
156,0,156,0-156,Leaf,,,,,0.0892307684,15.25,
157,0,157,0-157,Leaf,,,,,0.16338028,34.5,
158,0,158,0-158,Leaf,,,,,0.075000003,3.0,
159,0,159,0-159,Leaf,,,,,-0.167857155,55.0,
160,0,160,0-160,Leaf,,,,,-0.0500000007,3.0,
161,0,161,0-161,Leaf,,,,,-0.0790071562,593.25,
162,0,162,0-162,Leaf,,,,,-0.0295566507,100.5,
163,0,163,0-163,Leaf,,,,,-0.0581395328,85.0,
164,0,164,0-164,Leaf,,,,,0.00394736836,151.0,
165,0,165,0-165,Leaf,,,,,-0.128637344,811.75,
166,0,166,0-166,Leaf,,,,,-0.06142506,100.75,
167,0,167,0-167,Leaf,,,,,-0.0842023417,320.25,
168,0,168,0-168,Leaf,,,,,-0.00560747646,25.75,
169,0,169,0-169,Leaf,,,,,-0.176049903,600.25,
170,0,170,0-170,Leaf,,,,,-0.189630762,5226.0,
171,0,171,0-171,Leaf,,,,,-0.185286105,182.5,
172,0,172,0-172,Leaf,,,,,-0.151918158,292.25,
173,0,173,0-173,Leaf,,,,,-0.163715661,572.25,
174,0,174,0-174,Leaf,,,,,-0.0,4.5,
175,0,175,0-175,Leaf,,,,,-0.184245929,519.5,
176,0,176,0-176,Leaf,,,,,-0.167093247,272.5,
177,0,177,0-177,Leaf,,,,,-0.179430172,358.75,
178,0,178,0-178,Leaf,,,,,-0.193635762,2638.75,
179,0,179,0-179,Leaf,,,,,-0.194959745,5494.75,
180,0,180,0-180,Leaf,,,,,-0.198589802,13259.5,
181,0,181,0-181,Leaf,,,,,-0.186082467,193.0,
182,0,182,0-182,Leaf,,,,,-0.153367877,192.0,
183,0,183,0-183,Leaf,,,,,-0.19220297,807.0,
184,0,184,0-184,Leaf,,,,,-0.144827589,28.0,
185,0,185,0-185,Leaf,,,,,-0.182017133,5254.0,
186,0,186,0-186,Leaf,,,,,-0.16293551,673.5,
187,0,187,0-187,Leaf,,,,,-0.164902508,717.0,
188,0,188,0-188,Leaf,,,,,-0.135172412,144.0,
189,0,189,0-189,Leaf,,,,,-0.186263904,785.25,
190,0,190,0-190,Leaf,,,,,-0.151401863,52.5,
191,0,191,0-191,Leaf,,,,,-0.193981946,2740.75,
192,0,192,0-192,Leaf,,,,,-0.105882362,7.5,
193,0,193,0-193,Leaf,,,,,-0.16116789,341.5,
194,0,194,0-194,Leaf,,,,,-0.108571433,42.75,
195,0,195,0-195,Leaf,,,,,-0.0947368443,8.5,
196,0,196,0-196,Leaf,,,,,0.0250000004,3.0,
197,0,197,0-197,Leaf,,,,,-0.0808510706,10.75,
198,0,198,0-198,Leaf,,,,,0.0358974375,8.75,
199,0,199,0-199,Leaf,,,,,-0.143243238,36.0,
200,0,200,0-200,Leaf,,,,,-0.0539682582,14.75,
201,0,201,0-201,Leaf,,,,,-0.0936605334,121.25,
202,0,202,0-202,Leaf,,,,,-0.0227405261,84.75,
203,0,203,0-203,Leaf,,,,,-0.169620261,38.5,
204,0,204,0-204,Leaf,,,,,-0.104424775,27.25,
205,0,205,0-205,Leaf,,,,,-0.0500000007,3.0,
206,0,206,0-206,Leaf,,,,,0.0500000007,3.0,
207,0,209,0-209,Leaf,,,,,-0.152812079,363.5,
208,0,210,0-210,Leaf,,,,,-0.124236643,523.0,
209,0,211,0-211,Leaf,,,,,-0.0186046511,20.5,
210,0,212,0-212,Leaf,,,,,-0.104918025,29.5,
211,0,213,0-213,Leaf,,,,,-0.177850887,455.0,
212,0,214,0-214,Leaf,,,,,-0.0800000057,11.5,
213,1,0,1-0,last_nonNull_CVSC100,640.5,1-1,1-2,1-2,3612.4375,324223.094,
214,1,1,1-1,max_dpd_last6Mo,13.5,1-3,1-4,1-4,1170.6875,12512.249,
215,1,2,1-2,utilization,0.685549974,1-5,1-6,1-5,588.8125,311710.844,
216,1,3,1-3,utilization,0.593050003,1-7,1-8,1-8,330.439453,8664.34766,
217,1,4,1-4,deposits_amount,0.534999967,1-9,1-10,1-10,392.64624,3847.90186,
218,1,5,1-5,last_nonNull_CVSC100,709.5,1-11,1-12,1-12,92.9375,299345.594,
219,1,6,1-6,max_dpd_last6Mo,13.5,1-13,1-14,1-14,242.197266,12365.2266,
220,1,7,1-7,deposits_amount,215.040009,1-15,1-16,1-16,31.546875,3836.7981,
221,1,8,1-8,deposits_amount,9.74499989,1-17,1-18,1-17,224.316895,4827.54932,
222,1,9,1-9,utilization,1.00615001,1-19,1-20,1-20,148.066208,828.535034,
223,1,10,1-10,last_nonNull_CVSC100,581.5,1-21,1-22,1-22,182.386475,3019.3667,
224,1,11,1-11,InterestBalance,0.0149999997,1-23,1-24,1-24,54.703125,20809.6582,
225,1,12,1-12,InterestBalance,0.00499999989,1-25,1-26,1-25,18.4375,278535.938,
226,1,13,1-13,GO152_backfill,1.5,1-27,1-28,1-28,52.8183594,10529.4268,
227,1,14,1-14,deposits_amount,29.5699997,1-29,1-30,1-29,98.8811035,1835.79968,
228,1,15,1-15,GO152_backfill,2.5,1-31,1-32,1-32,18.3271484,972.679077,
229,1,16,1-16,AT07_backfill,1.5,1-33,1-34,1-34,9.58105469,2864.11914,
230,1,17,1-17,utilization,1.02765,1-35,1-36,1-36,138.387741,447.716217,
231,1,18,1-18,AT07_backfill,2.5,1-37,1-38,1-38,97.4580078,4379.83301,
232,1,19,1-19,last_nonNull_CVSC100,581.5,1-39,1-40,1-40,48.2662201,491.248993,
233,1,20,1-20,max_dpd_last6Mo,85.5,1-41,1-42,1-42,43.62957,337.286041,
234,1,21,1-21,avg_dpd_last9Mo,68.5,1-43,1-44,1-44,50.934021,911.012695,
235,1,22,1-22,InterestBalance,8.23499966,1-45,1-46,1-46,93.6965332,2108.354,
236,1,23,1-23,GO21_backfill,3.5,1-47,1-48,1-48,3.84765625,15029.8428,
237,1,24,1-24,deposits_amount,0.745000005,1-49,1-50,1-50,29.3046875,5779.81592,
238,1,25,1-25,last_nonNull_CVSC100,765.5,1-51,1-52,1-51,1.25,263230.469,
239,1,26,1-26,deposits_amount,0.00499999989,1-53,1-54,1-54,23.84375,15305.4814,
240,1,27,1-27,last_nonNull_CVSC100,714.5,1-55,1-56,1-56,18.484375,7132.44141,
241,1,28,1-28,deposits_amount,23.7999992,1-57,1-58,1-58,30.0166016,3396.98511,
242,1,29,1-29,max_dpd_last6Mo,63.5,1-59,1-60,1-60,39.5935211,369.373718,
243,1,30,1-30,AM04_backfill,0.5,1-61,1-62,1-62,36.8339844,1466.4259,
244,1,31,1-31,avg_dpd_last9Mo,48.5,1-63,1-64,1-64,5.17138672,665.90387,
245,1,32,1-32,GO21_backfill,15.5,1-65,1-66,1-66,7.39978027,306.775177,
246,1,33,1-33,last3MonthUtilization,0.887755573,1-67,1-68,1-68,0.923339844,1968.98975,
247,1,34,1-34,12MoInterestAvg,4.48000002,1-69,1-70,1-69,2.55493164,895.129395,
248,1,35,1-35,last_nonNull_CVSC100,589.5,1-71,1-72,1-72,43.3075256,333.959167,
249,1,36,1-36,last_nonNull_CVSC100,577.5,1-73,1-74,1-74,49.3757858,113.757027,
250,1,37,1-37,last_nonNull_CVSC100,601.5,1-75,1-76,1-76,47.9326172,3077.55225,
251,1,38,1-38,AT07_backfill,6.5,1-77,1-78,1-78,40.7010498,1302.28101,
252,1,39,1-39,12MoInterestAvg,13.7875004,1-79,1-80,1-80,15.4795418,136.342529,
253,1,40,1-40,utilization,0.740450025,1-81,1-82,1-82,30.7184143,354.906464,
254,1,41,1-41,GO152_backfill,1.5,1-83,1-84,1-84,26.695694,279.545929,
255,1,42,1-42,InterestBalance,9.57499981,1-85,1-86,1-86,12.8189087,57.7401199,
256,1,43,1-43,AT07_backfill,2.5,1-87,1-88,1-88,33.9091187,626.594238,
257,1,44,1-44,last3MonthUtilization,0.239414454,1-89,1-90,1-90,34.9823532,284.418488,
258,1,45,1-45,RE28_backfill,15225.0,1-91,1-92,1-92,19.0030518,547.239075,
259,1,46,1-46,AT07_backfill,1.5,1-93,1-94,1-94,54.8511963,1561.11499,
260,1,47,1-47,12MoInterestAvg,0.305916667,1-95,1-96,1-95,1.046875,13339.832,
261,1,48,1-48,12MoInterestAvg,23.2481956,1-97,1-98,1-97,2.00341797,1690.01086,
262,1,49,1-49,RE28_backfill,3275.0,1-99,1-100,1-100,6.54772949,562.683411,
263,1,50,1-50,AT07_backfill,2.5,1-101,1-102,1-102,13.0703125,5217.13232,
264,1,51,1-51,Leaf,,,,,-0.180559382,63102.3203,
265,1,52,1-52,Leaf,,,,,-0.18152599,200128.141,
266,1,53,1-53,max_dpd_last6Mo,24.5,1-103,1-104,1-104,10.5234375,1550.45801,
267,1,54,1-54,last_nonNull_CVSC100,743.5,1-105,1-106,1-106,2.05859375,13755.0234,
268,1,55,1-55,utilization,1.01255,1-107,1-108,1-108,11.8583984,4637.8418,
269,1,56,1-56,utilization,1.20184994,1-109,1-110,1-110,1.97119141,2494.59985,
270,1,57,1-57,utilization,1.19405007,1-111,1-112,1-112,21.4448547,269.04718,
271,1,58,1-58,utilization,0.981050014,1-113,1-114,1-114,18.9897461,3127.93799,
272,1,59,1-59,AM04_backfill,0.5,1-115,1-116,1-115,25.8534851,340.706238,
273,1,60,1-60,last3MonthUtilization,0.986977339,1-117,1-118,1-118,7.04636335,28.6674862,
274,1,61,1-61,InterestBalance,53.4400024,1-119,1-120,1-120,22.4104004,973.842712,
275,1,62,1-62,GO152_backfill,6.5,1-121,1-122,1-122,12.3179932,492.583252,
276,1,63,1-63,InterestBalance,29.2250004,1-123,1-124,1-124,4.72167969,661.4328,
277,1,64,1-64,Leaf,,,,,-0.0419165604,4.47111273,
278,1,65,1-65,InterestBalance,11.9249992,1-125,1-126,1-126,3.95056152,300.056793,
279,1,66,1-66,last3MonthUtilization,0.224612504,1-127,1-128,1-128,6.11478329,6.71839476,
280,1,67,1-67,Leaf,,,,,-0.17724292,1965.01941,
281,1,68,1-68,Leaf,,,,,-0.0867698416,3.97028303,
282,1,69,1-69,utilization,-0.48119998,1-129,1-130,1-130,3.0300293,738.7099,
283,1,70,1-70,GO21_backfill,16.5,1-131,1-132,1-132,9.18371582,156.419449,
284,1,71,1-71,GO21_backfill,8.5,1-133,1-134,1-134,9.95071983,95.325943,
285,1,72,1-72,12MoInterestAvg,12.2710114,1-135,1-136,1-136,7.24957275,238.63324,
286,1,73,1-73,12MoInterestAvg,11.3334999,1-137,1-138,1-137,9.7627182,44.8097,
287,1,74,1-74,InterestBalance,9.21000004,1-139,1-140,1-140,14.7219791,68.9473267,
288,1,75,1-75,12MoInterestAvg,57.8447723,1-141,1-142,1-142,35.7030029,938.186646,
289,1,76,1-76,InterestBalance,47.6749992,1-143,1-144,1-144,8.02929688,2139.36572,
290,1,77,1-77,InterestBalance,30.5450001,1-145,1-146,1-146,25.1966553,1180.34692,
291,1,78,1-78,InterestBalance,12.5249996,1-147,1-148,1-148,13.7745514,121.934059,
292,1,79,1-79,avg_dpd_last9Mo,109.0,1-149,1-150,1-150,7.42124176,91.3834457,
293,1,80,1-80,GO21_backfill,4.5,1-151,1-152,1-152,11.4995632,44.9590874,
294,1,81,1-81,avg_dpd_last9Mo,43.5,1-153,1-154,1-154,8.33840942,154.679886,
295,1,82,1-82,avg_dpd_last9Mo,87.5,1-155,1-156,1-156,21.0795288,200.226578,
296,1,83,1-83,InterestBalance,61.4000015,1-157,1-158,1-158,9.91938686,89.4593506,
297,1,84,1-84,InterestBalance,36.375,1-159,1-160,1-160,23.6632938,190.086578,
298,1,85,1-85,Leaf,,,,,-0.0264171343,5.7401638,
299,1,86,1-86,utilization,1.02335,1-161,1-162,1-162,4.39722443,51.9999542,
300,1,87,1-87,GO21_backfill,0.5,1-163,1-164,1-164,16.4126587,405.725983,
301,1,88,1-88,12MoInterestAvg,14.1618328,1-165,1-166,1-165,16.2118492,220.868271,
302,1,89,1-89,utilization,0.108150005,1-167,1-168,1-168,0.618919373,17.8829136,
303,1,90,1-90,GO21_backfill,2.5,1-169,1-170,1-170,15.8926163,266.535553,
304,1,91,1-91,12MoInterestAvg,2.08645821,1-171,1-172,1-171,7.97503662,307.592407,
305,1,92,1-92,12MoInterestAvg,12.5607576,1-173,1-174,1-173,4.55810547,239.646667,
306,1,93,1-93,avg_dpd_last9Mo,50.5,1-175,1-176,1-176,26.9160156,896.88916,
307,1,94,1-94,max_dpd_last6Mo,100.5,1-177,1-178,1-178,28.1281738,664.22583,
308,1,95,1-95,Leaf,,,,,-0.178822771,11155.5127,
309,1,96,1-96,Leaf,,,,,-0.17402032,2184.31885,
310,1,97,1-97,avg_dpd_last9Mo,119.0,1-181,1-182,1-182,1.52929688,1672.40454,
311,1,98,1-98,RE28_backfill,25375.0,1-183,1-184,1-184,1.30309677,17.6062336,
312,1,99,1-99,last_nonNull_CVSC100,651.5,1-185,1-186,1-186,7.58641052,59.8013916,
313,1,100,1-100,InterestBalance,2.2249999,1-187,1-188,1-188,5.36169434,502.88205,
314,1,101,1-101,avg_dpd_last9Mo,132.5,1-189,1-190,1-190,13.0039062,4295.67822,
315,1,102,1-102,GO21_backfill,6.5,1-191,1-192,1-192,3.26904297,921.454163,
316,1,103,1-103,RE28_backfill,16050.0,1-193,1-194,1-194,2.82275391,1238.83301,
317,1,104,1-104,InterestBalance,0.155000001,1-195,1-196,1-196,8.78277588,311.625061,
318,1,105,1-105,AT07_backfill,5.5,1-197,1-198,1-198,1.90917969,4209.8291,
319,1,106,1-106,GO21_backfill,9.5,1-199,1-200,1-200,3.0390625,9545.19434,
320,1,107,1-107,AM04_backfill,0.5,1-201,1-202,1-202,6.83984375,4065.38477,
321,1,108,1-108,deposits_amount,6.61000013,1-203,1-204,1-204,7.26049805,572.456787,
322,1,109,1-109,RE28_backfill,347.5,1-205,1-206,1-206,0.843261719,2487.90063,
323,1,110,1-110,RE28_backfill,18000.0,1-207,1-208,1-208,2.25710201,6.69930077,
324,1,111,1-111,InterestBalance,16.7900009,1-209,1-210,1-210,7.34420776,264.56955,
325,1,112,1-112,Leaf,,,,,0.0824513063,4.47761536,
326,1,113,1-113,AT07_backfill,4.5,1-211,1-212,1-212,10.5878906,2401.35889,
327,1,114,1-114,GO21_backfill,6.5,1-213,1-214,1-214,18.1787109,726.579041,
328,1,115,1-115,InterestBalance,47.0650024,1-215,1-216,1-216,22.2366028,248.93045,
329,1,116,1-116,RE28_backfill,25000.0,1-217,1-218,1-218,4.95393372,91.7757874,
330,1,117,1-117,RE28_backfill,1125.0,1-219,1-220,1-220,7.11060381,19.9406013,
