,Tree,Node,ID,Feature,Split,Yes,No,Missing,Gain,Cover,Category
331,1,118,1-118,last_nonNull_CVSC100,655.5,1-221,1-222,1-222,0.546545982,8.72688389,
332,1,119,1-119,max_dpd_last6Mo,63.5,1-223,1-224,1-224,13.394043,798.722778,
333,1,120,1-120,deposits_amount,119.959999,1-225,1-226,1-226,16.0948639,175.119919,
334,1,121,1-121,RE28_backfill,11505.0,1-227,1-228,1-228,5.28613281,487.335785,
335,1,122,1-122,Leaf,,,,,-0.00550065981,5.24748182,
336,1,123,1-123,Leaf,,,,,-0.163415894,633.639832,
337,1,124,1-124,Leaf,,,,,-0.111852087,27.7929516,
338,1,125,1-125,Leaf,,,,,-0.137558281,248.889557,
339,1,126,1-126,Leaf,,,,,-0.101279855,51.1672363,
340,1,127,1-127,Leaf,,,,,0.0670258105,3.23544383,
341,1,128,1-128,Leaf,,,,,-0.101120405,3.48295116,
342,1,129,1-129,Leaf,,,,,-0.052484788,3.46936297,
343,1,130,1-130,Leaf,,,,,-0.166619331,735.24054,
344,1,131,1-131,Leaf,,,,,-0.149768636,152.937958,
345,1,132,1-132,Leaf,,,,,0.0113586951,3.48149109,
346,1,133,1-133,Leaf,,,,,-0.0501793139,78.1039429,
347,1,134,1-134,Leaf,,,,,0.0322893895,17.2219982,
348,1,135,1-135,Leaf,,,,,-0.131915018,131.001541,
349,1,136,1-136,Leaf,,,,,-0.0939860642,107.631691,
350,1,137,1-137,Leaf,,,,,0.0570536815,19.1880188,
351,1,138,1-138,Leaf,,,,,0.155222997,25.6216831,
352,1,139,1-139,Leaf,,,,,-0.116752304,11.4941912,
353,1,140,1-140,Leaf,,,,,0.00297228503,57.4531364,
354,1,141,1-141,Leaf,,,,,-0.128397614,913.0672,
355,1,142,1-142,Leaf,,,,,-0.00725303683,25.1194744,
356,1,143,1-143,Leaf,,,,,-0.155326486,1886.56543,
357,1,144,1-144,Leaf,,,,,-0.133802712,252.800217,
358,1,145,1-145,Leaf,,,,,-0.1258948,879.874573,
359,1,146,1-146,Leaf,,,,,-0.0915006772,300.47229,
360,1,147,1-147,Leaf,,,,,-0.104106009,39.1381493,
361,1,148,1-148,Leaf,,,,,-0.0320670418,82.7959137,
362,1,149,1-149,Leaf,,,,,-0.0372518897,78.9025269,
363,1,150,1-150,Leaf,,,,,0.0433167703,12.480916,
364,1,151,1-151,Leaf,,,,,0.0112415152,31.7242222,
365,1,152,1-152,Leaf,,,,,0.119838968,13.2348652,
366,1,153,1-153,Leaf,,,,,-0.128522262,80.9477692,
367,1,154,1-154,Leaf,,,,,-0.0793536007,73.7321091,
368,1,155,1-155,Leaf,,,,,-0.0566009395,181.250397,
369,1,156,1-156,Leaf,,,,,0.0521481,18.9761753,
370,1,157,1-157,Leaf,,,,,-0.0384441428,82.2162399,
371,1,158,1-158,Leaf,,,,,0.0770180598,7.24311256,
372,1,159,1-159,Leaf,,,,,0.0195302945,151.623764,
373,1,160,1-160,Leaf,,,,,0.106660664,38.4628143,
374,1,161,1-161,Leaf,,,,,0.0397840962,6.22002983,
375,1,162,1-162,Leaf,,,,,0.137526289,45.7799263,
376,1,163,1-163,Leaf,,,,,-0.13048099,86.2219162,
377,1,164,1-164,Leaf,,,,,-0.0803308934,319.504059,
378,1,165,1-165,Leaf,,,,,-0.0607170239,150.482437,
379,1,166,1-166,Leaf,,,,,-0.00259709032,70.3858261,
380,1,167,1-167,Leaf,,,,,-0.166607976,14.6469364,
381,1,168,1-168,Leaf,,,,,-0.0735388324,3.23597789,
382,1,169,1-169,Leaf,,,,,-0.0397271924,123.599861,
383,1,170,1-170,Leaf,,,,,0.00908269361,142.935699,
384,1,171,1-171,Leaf,,,,,-0.156983063,89.8211823,
385,1,172,1-172,Leaf,,,,,-0.118187837,217.771225,
386,1,173,1-173,Leaf,,,,,-0.173281878,226.202835,
387,1,174,1-174,Leaf,,,,,-0.0993577763,13.4438219,
388,1,175,1-175,Leaf,,,,,-0.127314374,615.066833,
389,1,176,1-176,Leaf,,,,,-0.0891403034,281.822327,
390,1,177,1-177,Leaf,,,,,-0.0819392055,630.775146,
391,1,178,1-178,Leaf,,,,,0.0118274866,33.4506721,
392,1,181,1-181,Leaf,,,,,-0.171897754,1667.44824,
393,1,182,1-182,Leaf,,,,,-0.0850635469,4.95640326,
394,1,183,1-183,Leaf,,,,,-0.0734881759,7.93551207,
395,1,184,1-184,Leaf,,,,,-0.147552326,9.67072105,
396,1,185,1-185,Leaf,,,,,-0.0295340661,11.1688271,
397,1,186,1-186,Leaf,,,,,-0.123967506,48.6325645,
398,1,187,1-187,Leaf,,,,,-0.127654299,147.061172,
399,1,188,1-188,Leaf,,,,,-0.154453024,355.820862,
400,1,189,1-189,Leaf,,,,,-0.170747876,4285.50586,
401,1,190,1-190,Leaf,,,,,-0.0512618795,10.1724186,
402,1,191,1-191,Leaf,,,,,-0.158653185,817.712097,
403,1,192,1-192,Leaf,,,,,-0.133877024,103.742058,
404,1,193,1-193,Leaf,,,,,-0.153994486,202.331772,
405,1,194,1-194,Leaf,,,,,-0.172290891,1036.50122,
406,1,195,1-195,Leaf,,,,,-0.16545181,148.756317,
407,1,196,1-196,Leaf,,,,,-0.128095806,162.868729,
408,1,197,1-197,Leaf,,,,,-0.176115096,4178.37549,
409,1,198,1-198,Leaf,,,,,-0.136706933,31.4535198,
410,1,199,1-199,Leaf,,,,,-0.180136472,9540.98535,
411,1,200,1-200,Leaf,,,,,-0.0702797472,4.20854759,
412,1,201,1-201,Leaf,,,,,-0.163979128,2872.94629,
413,1,202,1-202,Leaf,,,,,-0.174667433,1192.43848,
414,1,203,1-203,Leaf,,,,,-0.106849961,46.1851349,
415,1,204,1-204,Leaf,,,,,-0.15371035,526.271667,
416,1,205,1-205,Leaf,,,,,-0.130968809,17.8467846,
417,1,206,1-206,Leaf,,,,,-0.17701374,2470.05371,
418,1,207,1-207,Leaf,,,,,-0.0233852267,3.22959423,
419,1,208,1-208,Leaf,,,,,-0.14207381,3.4697063,
420,1,209,1-209,Leaf,,,,,-0.138971999,154.84787,
421,1,210,1-210,Leaf,,,,,-0.101939537,109.72168,
422,1,211,1-211,Leaf,,,,,-0.163007051,2214.57788,
423,1,212,1-212,Leaf,,,,,-0.13541767,186.781021,
424,1,213,1-213,Leaf,,,,,-0.14675501,652.926025,
425,1,214,1-214,Leaf,,,,,-0.0918847024,73.6530075,
426,1,215,1-215,Leaf,,,,,-0.0827365592,211.526306,
427,1,216,1-216,Leaf,,,,,0.000854462036,37.4041367,
428,1,217,1-217,Leaf,,,,,-0.101428546,40.3589134,
429,1,218,1-218,Leaf,,,,,-0.155273169,51.4168701,
430,1,219,1-219,Leaf,,,,,0.0955314115,4.73816204,
431,1,220,1-220,Leaf,,,,,-0.0340077206,15.2024393,
432,1,221,1-221,Leaf,,,,,0.0517188273,3.7438972,
433,1,222,1-222,Leaf,,,,,0.1275419,4.98298693,
434,1,223,1-223,Leaf,,,,,-0.135237291,749.127258,
435,1,224,1-224,Leaf,,,,,-0.0787390321,49.5955238,
436,1,225,1-225,Leaf,,,,,0.00373850088,16.1776695,
437,1,226,1-226,Leaf,,,,,-0.100701906,158.942245,
438,1,227,1-227,Leaf,,,,,-0.134907708,96.7341919,
439,1,228,1-228,Leaf,,,,,-0.16660887,390.601593,
440,2,0,2-0,utilization,0.848450005,2-1,2-2,2-1,3206.875,316231.094,
441,2,1,2-1,last3MonthUtilization,0.408847123,2-3,2-4,2-3,319.9375,302214.594,
442,2,2,2-2,avg_dpd_last3Mo,16.5,2-5,2-6,2-6,1188.39648,14016.5146,
443,2,3,2-3,3MoInterestAvg,0.038333334,2-7,2-8,2-7,68.625,288117.344,
444,2,4,2-4,avg_dpd_last3Mo,19.5,2-9,2-10,2-10,268.544922,14097.2295,
445,2,5,2-5,GO152_backfill,2.5,2-11,2-12,2-12,323.347656,11308.6865,
446,2,6,2-6,deposits_amount,4.79500008,2-13,2-14,2-13,344.97168,2707.82837,
447,2,7,2-7,GO21_backfill,4.5,2-15,2-16,2-15,7.875,263258.5,
448,2,8,2-8,avg_dpd_last9Mo,27.5,2-17,2-18,2-18,41.9179688,24858.8613,
449,2,9,2-9,GO21_backfill,2.5,2-19,2-20,2-20,78.5410156,13319.7998,
450,2,10,2-10,avg_dpd_last9Mo,50.5,2-21,2-22,2-22,58.6676636,777.429382,
451,2,11,2-11,deposits_amount,9.05999947,2-23,2-24,2-24,114.521484,8151.66553,
452,2,12,2-12,deposits_amount,11.25,2-25,2-26,2-25,160.36499,3157.02075,
453,2,13,2-13,avg_dpd_last3Mo,89.5,2-27,2-28,2-28,75.2970734,582.446228,
454,2,14,2-14,avg_dpd_last9Mo,64.5,2-29,2-30,2-30,122.485718,2125.38208,
455,2,15,2-15,avg_dpd_last9Mo,22.5,2-31,2-32,2-31,0.5,260421.984,
456,2,16,2-16,12MoInterestAvg,26.4770832,2-33,2-34,2-33,1.84033203,2836.50195,
457,2,17,2-17,GO21_backfill,4.5,2-35,2-36,2-36,33.4140625,22828.377,
458,2,18,2-18,deposits_amount,0.00499999989,2-37,2-38,2-38,20.6298828,2030.48401,
459,2,19,2-19,avg_dpd_last3Mo,6.5,2-39,2-40,2-40,20.71875,10656.3623,
460,2,20,2-20,GO21_backfill,6.5,2-41,2-42,2-42,31.2197266,2663.43799,
461,2,21,2-21,deposits_amount,30.0450001,2-43,2-44,2-44,21.6937866,526.016663,
462,2,22,2-22,deposits_amount,3.28999996,2-45,2-46,2-46,19.5518188,251.41275,
463,2,23,2-23,amountOverLimit,21.8349991,2-47,2-48,2-48,85.0811157,617.050049,
464,2,24,2-24,AM04_backfill,0.5,2-49,2-50,2-50,41.5908203,7534.61572,
465,2,25,2-25,amountOverLimit,28.5799999,2-51,2-52,2-52,67.2000504,349.888245,
466,2,26,2-26,GO152_backfill,6.5,2-53,2-54,2-54,64.8886719,2807.13232,
467,2,27,2-27,GO21_backfill,3.5,2-55,2-56,2-56,46.9570656,519.477783,
468,2,28,2-28,utilization,1.0543499,2-57,2-58,2-58,8.90842438,62.9684372,
469,2,29,2-29,GO152_backfill,2.5,2-59,2-60,2-60,90.7935791,1674.64697,
470,2,30,2-30,GO21_backfill,2.5,2-61,2-62,2-62,30.7694321,450.73526,
471,2,31,2-31,Leaf,,,,,-0.167611077,255701.0,
472,2,32,2-32,12MoInterestAvg,9.97677994,2-63,2-64,2-63,4.04492188,4720.98193,
473,2,33,2-33,deposits_amount,170.01001,2-65,2-66,2-66,0.551269531,2833.34375,
474,2,34,2-34,Leaf,,,,,-0.0580395423,3.1580534,
475,2,35,2-35,deposits_amount,0.00499999989,2-67,2-68,2-68,11.5078125,22248.4297,
476,2,36,2-36,utilization,0.280099988,2-69,2-70,2-70,12.8635254,579.947205,
477,2,37,2-37,utilization,0.00425000023,2-71,2-72,2-72,25.7504883,638.662781,
478,2,38,2-38,RE28_backfill,8255.0,2-73,2-74,2-74,7.92797852,1391.82129,
479,2,39,2-39,AM04_backfill,0.5,2-75,2-76,2-76,11.4980469,9548.34766,
480,2,40,2-40,AM04_backfill,0.5,2-77,2-78,2-78,9.84790039,1108.01501,
481,2,41,2-41,deposits_amount,240.225006,2-79,2-80,2-80,15.0615234,2143.0437,
482,2,42,2-42,avg_dpd_last3Mo,5.5,2-81,2-82,2-82,18.1723633,520.39447,
483,2,43,2-43,3MoInterestAvg,30.5400009,2-83,2-84,2-84,10.6614609,131.04187,
484,2,44,2-44,GO152_backfill,3.5,2-85,2-86,2-86,12.9067383,394.974792,
485,2,45,2-45,RE28_backfill,3850.0,2-87,2-88,2-88,10.8815622,50.4601746,
486,2,46,2-46,avg_dpd_last9Mo,116.5,2-89,2-90,2-90,11.1089325,200.952576,
487,2,47,2-47,AT07_backfill,3.5,2-91,2-92,2-92,8.21459961,446.894775,
488,2,48,2-48,AM04_backfill,0.5,2-93,2-94,2-94,26.0233498,170.155258,
489,2,49,2-49,amountOverLimit,107.145004,2-95,2-96,2-96,23.3525391,5214.96289,
490,2,50,2-50,avg_dpd_last9Mo,6.5,2-97,2-98,2-98,4.46142578,2319.65259,
491,2,51,2-51,GO21_backfill,13.5,2-99,2-100,2-100,16.3130264,249.910736,
492,2,52,2-52,3MoInterestAvg,13.2299995,2-101,2-102,2-101,34.5202713,99.9775085,
493,2,53,2-53,avg_dpd_last3Mo,7.5,2-103,2-104,2-104,32.6235352,2337.38037,
494,2,54,2-54,AT07_backfill,7.5,2-105,2-106,2-106,14.8820496,469.752106,
495,2,55,2-55,AM04_backfill,0.5,2-107,2-108,2-108,20.5104027,355.732819,
496,2,56,2-56,utilization,1.01745009,2-109,2-110,2-110,19.3513832,163.744995,
497,2,57,2-57,3MoInterestAvg,10.6316662,2-111,2-112,2-112,3.86286926,30.0493507,
498,2,58,2-58,3MoInterestAvg,14.875,2-113,2-114,2-114,0.111045837,32.9190865,
499,2,59,2-59,AM04_backfill,0.5,2-115,2-116,2-116,31.2036133,1087.30481,
500,2,60,2-60,AM04_backfill,0.5,2-117,2-118,2-118,24.6808929,587.342102,
501,2,61,2-61,RE28_backfill,550.0,2-119,2-120,2-120,17.5799561,264.173859,
502,2,62,2-62,AT07_backfill,3.5,2-121,2-122,2-122,13.2168465,186.561371,
503,2,63,2-63,Leaf,,,,,-0.165172443,4698.25732,
504,2,64,2-64,utilization,-0.0196499992,2-123,2-124,2-124,3.65560532,22.7248878,
505,2,65,2-65,utilization,0.691049993,2-125,2-126,2-126,3.76867676,466.563599,
506,2,66,2-66,Leaf,,,,,-0.162910387,2366.78027,
507,2,67,2-67,RE28_backfill,15005.0,2-127,2-128,2-128,10.3823242,3249.64673,
508,2,68,2-68,utilization,0.301249981,2-129,2-130,2-130,6.6796875,18998.7832,
509,2,69,2-69,AM04_backfill,0.5,2-131,2-132,2-132,3.19268799,419.510681,
510,2,70,2-70,GO21_backfill,9.5,2-133,2-134,2-134,6.50541687,160.436508,
511,2,71,2-71,GO21_backfill,5.5,2-135,2-136,2-136,0.974304199,369.299377,
512,2,72,2-72,avg_dpd_last3Mo,57.5,2-137,2-138,2-138,20.2720642,269.363373,
513,2,73,2-73,avg_dpd_last9Mo,117.5,2-139,2-140,2-140,7.15151978,219.49147,
514,2,74,2-74,GO21_backfill,2.5,2-141,2-142,2-142,1.68212891,1172.32983,
515,2,75,2-75,3MoInterestAvg,0.00333333341,2-143,2-144,2-143,8.9609375,6002.9541,
516,2,76,2-76,Leaf,,,,,-0.165299922,3545.39331,
517,2,77,2-77,deposits_amount,38.0650024,2-147,2-148,2-147,8.25134277,669.427368,
518,2,78,2-78,12MoInterestAvg,91.9320831,2-149,2-150,2-149,2.38562012,438.587585,
519,2,79,2-79,AM04_backfill,0.5,2-151,2-152,2-152,8.7208252,1040.20227,
520,2,80,2-80,12MoInterestAvg,10.3493748,2-153,2-154,2-154,2.66381836,1102.84143,
521,2,81,2-81,last3MonthUtilization,0.971785307,2-155,2-156,2-156,8.73193359,432.455566,
522,2,82,2-82,AT07_backfill,5.5,2-157,2-158,2-158,6.06210709,87.9389114,
523,2,83,2-83,RE28_backfill,3625.0,2-159,2-160,2-159,9.04087067,104.63559,
524,2,84,2-84,RE28_backfill,8650.0,2-161,2-162,2-162,10.0404682,26.4062786,
525,2,85,2-85,3MoInterestAvg,51.9899979,2-163,2-164,2-163,2.92749023,341.42749,
526,2,86,2-86,deposits_amount,140.5,2-165,2-166,2-166,5.88467789,53.5472832,
527,2,87,2-87,GO21_backfill,1.5,2-167,2-168,2-168,8.26300812,21.4074993,
528,2,88,2-88,utilization,0.625800014,2-169,2-170,2-170,8.4648838,29.0526752,
529,2,89,2-89,3MoInterestAvg,45.0316696,2-171,2-172,2-171,11.9580536,162.460434,
530,2,90,2-90,RE28_backfill,6400.0,2-173,2-174,2-174,11.8466148,38.4921417,
531,2,91,2-91,RE28_backfill,1025.0,2-175,2-176,2-176,7.19628906,431.393036,
532,2,92,2-92,GO152_backfill,1.5,2-177,2-178,2-178,6.36556101,15.50175,
533,2,93,2-93,GO152_backfill,1.5,2-179,2-180,2-180,14.9323149,133.800552,
534,2,94,2-94,avg_dpd_last9Mo,17.5,2-181,2-182,2-182,6.51306152,36.3547058,
535,2,95,2-95,AT07_backfill,2.5,2-183,2-184,2-184,17.8261719,4847.28613,
536,2,96,2-96,deposits_amount,186.380005,2-185,2-186,2-186,19.4324646,367.677185,
537,2,97,2-97,AT07_backfill,4.5,2-187,2-188,2-188,3.10449219,1682.44592,
538,2,98,2-98,RE28_backfill,2155.0,2-189,2-190,2-190,8.04821777,637.206604,
539,2,99,2-99,AT07_backfill,8.5,2-191,2-192,2-192,7.79289246,236.236176,
540,2,100,2-100,3MoInterestAvg,9.66166687,2-193,2-194,2-194,6.05189753,13.6745577,
541,2,101,2-101,RE28_backfill,8375.0,2-195,2-196,2-196,8.10186195,29.5671425,
542,2,102,2-102,AM04_backfill,0.5,2-197,2-198,2-198,12.987709,70.4103622,
543,2,103,2-103,avg_dpd_last9Mo,107.5,2-199,2-200,2-200,18.4204102,1980.02673,
544,2,104,2-104,amountOverLimit,6.19000006,2-201,2-202,2-202,14.2409668,357.353577,
545,2,105,2-105,deposits_amount,50.2050018,2-203,2-204,2-204,17.8205566,432.648438,
546,2,106,2-106,amountOverLimit,31.0349998,2-205,2-206,2-206,5.53951406,37.1036682,
547,2,107,2-107,3MoInterestAvg,77.0299988,2-207,2-208,2-208,14.5882521,290.218628,
548,2,108,2-108,amountOverLimit,152.5,2-209,2-210,2-210,5.31085205,65.5141907,
549,2,109,2-109,GO21_backfill,13.5,2-211,2-212,2-212,13.5136023,78.5096207,
550,2,110,2-110,amountOverLimit,194.419998,2-213,2-214,2-214,8.76165771,85.2353745,
551,2,111,2-111,Leaf,,,,,-0.00547975581,5.48940182,
552,2,112,2-112,avg_dpd_last9Mo,119.5,2-215,2-216,2-216,3.9749794,24.559948,
553,2,113,2-113,3MoInterestAvg,11.2766666,2-217,2-218,2-218,1.28855133,8.91035271,
554,2,114,2-114,Leaf,,,,,0.160597309,24.0087318,
555,2,115,2-115,3MoInterestAvg,59.3933334,2-219,2-220,2-220,19.5883179,826.952209,
556,2,116,2-116,3MoInterestAvg,96.7200012,2-221,2-222,2-222,5.66921997,260.352631,
557,2,117,2-117,deposits_amount,251.0,2-223,2-224,2-224,20.9682922,488.937836,
558,2,118,2-118,AT07_backfill,6.5,2-225,2-226,2-226,7.82946777,98.4043045,
559,2,119,2-119,12MoInterestAvg,10.9541664,2-227,2-228,2-228,11.0981216,22.1274738,
560,2,120,2-120,RE28_backfill,21125.0,2-229,2-230,2-230,11.0983963,242.046402,
561,2,121,2-121,utilization,1.01224995,2-231,2-232,2-232,11.6060629,143.846802,
562,2,122,2-122,3MoInterestAvg,10.6466665,2-233,2-234,2-234,8.43346214,42.7145729,
563,2,123,2-123,Leaf,,,,,-0.00845223479,3.147259,
564,2,124,2-124,Leaf,,,,,-0.127009243,19.5776291,
565,2,125,2-125,Leaf,,,,,-0.154794857,462.401306,
566,2,126,2-126,Leaf,,,,,-0.0451964773,4.1622653,
567,2,127,2-127,Leaf,,,,,-0.142929003,502.933136,
568,2,128,2-128,Leaf,,,,,-0.160311922,2746.71362,
569,2,129,2-129,Leaf,,,,,-0.165703148,16347.4316,
570,2,130,2-130,Leaf,,,,,-0.159286916,2651.35132,
571,2,131,2-131,Leaf,,,,,-0.13911742,263.609833,
572,2,132,2-132,Leaf,,,,,-0.162494719,155.900848,
573,2,133,2-133,Leaf,,,,,-0.121301077,136.01416,
574,2,134,2-134,Leaf,,,,,-0.0611254536,24.4223442,
575,2,135,2-135,Leaf,,,,,-0.150070682,366.11673,
576,2,136,2-136,Leaf,,,,,-0.0620673262,3.18266916,
577,2,137,2-137,Leaf,,,,,-0.118365936,233.030807,
578,2,138,2-138,Leaf,,,,,-0.0367926024,36.3325577,
579,2,139,2-139,Leaf,,,,,-0.140746817,199.439133,
580,2,140,2-140,Leaf,,,,,-0.0721623451,20.0523319,
581,2,141,2-141,Leaf,,,,,-0.160107106,1073.28772,
582,2,142,2-142,Leaf,,,,,-0.138710171,99.0421448,
583,2,143,2-143,Leaf,,,,,-0.165604502,1305.7384,
584,2,144,2-144,Leaf,,,,,-0.15502809,4697.21582,
585,2,147,2-147,Leaf,,,,,-0.113883935,153.885406,
586,2,148,2-148,Leaf,,,,,-0.143014893,515.541931,
587,2,149,2-149,Leaf,,,,,-0.158495858,434.45459,
588,2,150,2-150,Leaf,,,,,-0.0605459772,4.13301849,
589,2,151,2-151,Leaf,,,,,-0.129166529,758.745361,
590,2,152,2-152,Leaf,,,,,-0.15180549,281.456879,
591,2,153,2-153,Leaf,,,,,-0.159235209,610.594421,
592,2,154,2-154,Leaf,,,,,-0.145686269,492.246948,
593,2,155,2-155,Leaf,,,,,-0.126357004,429.256195,
594,2,156,2-156,Leaf,,,,,0.0309715364,3.19934583,
595,2,157,2-157,Leaf,,,,,-0.0852389559,73.4056778,
596,2,158,2-158,Leaf,,,,,-0.0135787474,14.5332365,
597,2,159,2-159,Leaf,,,,,-0.0431580245,30.4052391,
598,2,160,2-160,Leaf,,,,,-0.109877266,74.2303543,
599,2,161,2-161,Leaf,,,,,0.0771303102,6.93722868,
600,2,162,2-162,Leaf,,,,,-0.0555992723,19.4690495,
601,2,163,2-163,Leaf,,,,,-0.136769369,292.069397,
602,2,164,2-164,Leaf,,,,,-0.103792541,49.35812,
603,2,165,2-165,Leaf,,,,,-0.0348842964,21.9863033,
604,2,166,2-166,Leaf,,,,,-0.104152106,31.5609798,
605,2,167,2-167,Leaf,,,,,-0.00237359083,11.9473467,
606,2,168,2-168,Leaf,,,,,0.119151972,9.46015167,
607,2,169,2-169,Leaf,,,,,-0.0873197094,15.1029634,
608,2,170,2-170,Leaf,,,,,0.0180251449,13.9497128,
609,2,171,2-171,Leaf,,,,,-0.0888736472,144.686447,
610,2,172,2-172,Leaf,,,,,-0.00188340526,17.7739792,
611,2,173,2-173,Leaf,,,,,0.0215986799,25.09235,
612,2,174,2-174,Leaf,,,,,-0.091563195,13.3997908,
613,2,175,2-175,Leaf,,,,,-0.073150672,28.7478256,
614,2,176,2-176,Leaf,,,,,-0.129434183,402.645203,
615,2,177,2-177,Leaf,,,,,0.0499025732,4.16165209,
616,2,178,2-178,Leaf,,,,,-0.0845531449,11.3400984,
617,2,179,2-179,Leaf,,,,,-0.0403784998,94.9464493,
618,2,180,2-180,Leaf,,,,,0.032532081,38.8540993,
619,2,181,2-181,Leaf,,,,,-0.132336527,30.1935043,
620,2,182,2-182,Leaf,,,,,-0.0168120097,6.161201,
621,2,183,2-183,Leaf,,,,,-0.144301459,4418.13916,
622,2,184,2-184,Leaf,,,,,-0.121797383,429.146759,
623,2,185,2-185,Leaf,,,,,-0.0645529926,66.1718216,
624,2,186,2-186,Leaf,,,,,-0.126001403,301.505371,
625,2,187,2-187,Leaf,,,,,-0.160749123,1664.87317,
626,2,188,2-188,Leaf,,,,,-0.105186366,17.5728378,
627,2,189,2-189,Leaf,,,,,-0.0651147291,13.6389217,
628,2,190,2-190,Leaf,,,,,-0.149706289,623.567688,
629,2,191,2-191,Leaf,,,,,-0.0763484165,233.005966,
630,2,192,2-192,Leaf,,,,,0.0653290972,3.2301991,
631,2,193,2-193,Leaf,,,,,-0.0619611107,3.71439362,
632,2,194,2-194,Leaf,,,,,0.0748869106,9.96016407,
633,2,195,2-195,Leaf,,,,,-0.0182883646,18.6245632,
634,2,196,2-196,Leaf,,,,,-0.125017866,10.9425793,
635,2,197,2-197,Leaf,,,,,0.082530655,61.7522469,
636,2,198,2-198,Leaf,,,,,-0.0441148989,8.65811729,
637,2,199,2-199,Leaf,,,,,-0.124653988,1976.29199,
638,2,200,2-200,Leaf,,,,,0.0809268728,3.73473287,
639,2,201,2-201,Leaf,,,,,-0.106415585,222.771851,
640,2,202,2-202,Leaf,,,,,-0.0641781911,134.581711,
641,2,203,2-203,Leaf,,,,,-0.0485143028,113.253311,
642,2,204,2-204,Leaf,,,,,-0.0953980237,319.395142,
643,2,205,2-205,Leaf,,,,,-0.0354398414,30.1242237,
644,2,206,2-206,Leaf,,,,,0.0581825785,6.97944355,
645,2,207,2-207,Leaf,,,,,-0.0164422151,275.263977,
646,2,208,2-208,Leaf,,,,,0.0819437131,14.9546337,
647,2,209,2-209,Leaf,,,,,-0.0827578083,58.081131,
648,2,210,2-210,Leaf,,,,,0.00613961974,7.43305969,
649,2,211,2-211,Leaf,,,,,-0.00726139313,72.0335999,
650,2,212,2-212,Leaf,,,,,0.133917123,6.47601652,
651,2,213,2-213,Leaf,,,,,0.057905674,69.5933304,
652,2,214,2-214,Leaf,,,,,0.141060308,15.642045,
653,2,215,2-215,Leaf,,,,,0.120006382,13.8780451,
654,2,216,2-216,Leaf,,,,,0.0353742465,10.6819038,
655,2,217,2-217,Leaf,,,,,0.136247799,4.95291328,
656,2,218,2-218,Leaf,,,,,0.0445668921,3.95743918,
657,2,219,2-219,Leaf,,,,,-0.101710312,736.678467,
658,2,220,2-220,Leaf,,,,,-0.0514543056,90.2737427,
659,2,221,2-221,Leaf,,,,,-0.141605183,236.400391,
660,2,222,2-222,Leaf,,,,,-0.083859928,23.9522457,
661,2,223,2-223,Leaf,,,,,-0.0378215127,400.542267,
662,2,224,2-224,Leaf,,,,,-0.0916624069,88.3955688,
663,2,225,2-225,Leaf,,,,,-0.109506845,92.9411545,
664,2,226,2-226,Leaf,,,,,0.0116349859,5.4631567,
665,2,227,2-227,Leaf,,,,,0.103962779,10.2034588,
666,2,228,2-228,Leaf,,,,,-0.0326316766,11.924015,
667,2,229,2-229,Leaf,,,,,-0.0496316776,200.657486,
668,2,230,2-230,Leaf,,,,,-0.106818214,41.3889122,
669,2,231,2-231,Leaf,,,,,-0.0412804186,73.0263062,
670,2,232,2-232,Leaf,,,,,0.0151892621,70.8204956,
671,2,233,2-233,Leaf,,,,,-0.0587786548,5.49136877,
672,2,234,2-234,Leaf,,,,,0.0662179813,37.2232018,
673,3,0,3-0,last_nonNull_CVSC100,639.5,3-1,3-2,3-2,3051.125,304540.719,
674,3,1,3-1,avg_dpd_last3Mo,10.5,3-3,3-4,3-4,978.666992,11804.2217,
675,3,2,3-2,utilization,0.687350035,3-5,3-6,3-5,486.75,292736.5,
676,3,3,3-3,utilization,0.685150027,3-7,3-8,3-8,261.423828,8360.49023,
677,3,4,3-4,deposits_amount,0.00499999989,3-9,3-10,3-10,260.395874,3443.73169,
678,3,5,3-5,last_nonNull_CVSC100,698.5,3-11,3-12,3-12,91.6875,280865.562,
679,3,6,3-6,avg_dpd_last3Mo,11.5,3-13,3-14,3-14,213.789062,11870.9307,
680,3,7,3-7,12MoInterestAvg,0.00291666668,3-15,3-16,3-15,39.1772461,3949.08911,
681,3,8,3-8,last_nonNull_CVSC100,592.5,3-17,3-18,3-18,168.878418,4411.40137,
682,3,9,3-9,utilization,1.01364994,3-19,3-20,3-20,112.567543,790.009949,
683,3,10,3-10,GO21_backfill,2.5,3-21,3-22,3-22,129.737427,2653.72168,
684,3,11,3-11,12MoInterestAvg,0.0409722216,3-23,3-24,3-23,36.515625,14336.04,
685,3,12,3-12,avg_dpd_last3Mo,12.5,3-25,3-26,3-25,19.5,266529.5,
686,3,13,3-13,last_nonNull_CVSC100,680.5,3-27,3-28,3-28,49.6445312,10206.002,
687,3,14,3-14,deposits_amount,35.9650002,3-29,3-30,3-29,79.4519043,1664.92798,
688,3,15,3-15,deposits_amount,25.7449989,3-31,3-32,3-32,8.17529297,2365.92871,
689,3,16,3-16,GO152_backfill,4.5,3-33,3-34,3-34,16.1467285,1583.1604,
690,3,17,3-17,deposits_amount,15.6750002,3-35,3-36,3-35,155.375793,1246.57678,
